planet_name,host_star,discovery_method,discovery_year,orbital_period_days,planet_radius_earth,planet_mass_earth,equilibrium_temperature,star_temperature,star_radius,star_mass,distance_pc,right_ascension,declination
AU Mic e,AU Mic,Radial Velocity,2025,33.11,,21.1,,3665.0,0.82,0.6,9.7221,311.2911369,-31.34245
BD+03 2562 b,BD+03 2562,Radial Velocity,2017,481.9,,2034.112,,4095.0,32.35,1.14,1070.63,177.5647268,2.7601075
BD+05 4868 A b,BD+05 4868 A,Transit,2025,1.271869,,6.2,1820.0,4596.0,0.69,0.7,43.5687,326.8614036,6.6053185
BD+14 4559 b,BD+14 4559,Radial Velocity,2009,268.94,,467.19,,5008.0,0.95,0.86,49.352,318.4010002,14.6893834
BD+14 4559 b,BD+14 4559,Radial Velocity,2009,268.94,,330.5432,,4864.0,0.86,0.49,49.352,318.4010002,14.6893834
BD+15 2375 b,BD+15 2375,Radial Velocity,2016,153.22,,337.21763,,4649.0,8.95,1.08,768.045,176.4820239,14.6163182
BD+15 2940 b,BD+15 2940,Radial Velocity,2013,137.48,,352.78,,4796.0,14.7,1.1,426.42,240.09564,15.5467507
BD+20 2457 b,BD+20 2457,Radial Velocity,2009,379.63,,6807.63,,4137.0,49.0,2.8,1539.71,154.186782,19.8912626
BD+20 2457 b,BD+20 2457,Radial Velocity,2009,379.63,,17668.1697,,4259.0,71.02,10.83,1539.71,154.186782,19.8912626
BD+20 2457 c,BD+20 2457,Radial Velocity,2009,621.99,,3963.17,,4137.0,49.0,2.8,1539.71,154.186782,19.8912626
BD+20 274 b,BD+20 274,Radial Velocity,2012,578.2,,1334.886,,4296.0,17.3,0.8,1322.51,25.9203179,21.0052692
BD+20 594 b,BD+20 594,Transit,2016,41.688644,2.35545351,,,5703.0,0.956122,0.963861,179.461,53.6511231,20.5990205
BD+20 594 b,BD+20 594,Transit,2016,41.6855,2.23,16.3,546.0,5766.0,0.928,0.961,179.461,53.6511231,20.5990205
BD+20 594 b,BD+20 594,Transit,2016,41.6855,2.57807,22.2481,,5766.0,1.08,1.67,179.461,53.6511231,20.5990205
BD+37 3172 b,BD+37 3172,Radial Velocity,2023,1887.76,,3368.9811142,,4500.0,50.24,3.75,454.251,278.8155071,38.1153886
BD+42 2315 b,BD+42 2315,Radial Velocity,2023,123.05,,174.80562385,,4500.0,17.85,1.38,610.715,187.5887597,41.2695674
BD+45 564 b,BD+45 564,Radial Velocity,2021,307.88,,432.24663352,,5004.0,,0.81,53.622,32.9470485,45.9242187
BD+48 738 b,BD+48 738,Radial Velocity,2011,392.6,,289.2253,,4414.0,11.0,0.74,871.493,40.7102869,49.5869395
BD+48 740 b,BD+48 740,Radial Velocity,2018,733.0,,540.311,,4534.0,10.33,1.09,666.589,40.7425426,48.9300579
BD+49 828 b,BD+49 828,Radial Velocity,2015,2590.0,,508.5,,4943.0,7.6,1.52,442.042,45.6406187,49.7299481
BD+55 362 b,BD+55 362,Radial Velocity,2021,265.59,,228.83645304,,5012.0,,0.909,52.5697,23.9636676,56.6982282
BD+60 1417 b,BD+60 1417,Imaging,2021,,14.68376472,4767.426105,1303.0,4993.0,0.797,1.0,44.9543,190.8875453,60.0143636
BD+63 1405 b,BD+63 1405,Radial Velocity,2021,1230.0,,3305.4154328,,5000.0,,0.816,38.0473,271.3979337,63.6700064
BD+63 1405 b,BD+63 1405,Radial Velocity,2021,1198.48,,1258.60049172,,5000.0,,0.816,38.0473,271.3979337,63.6700064
BD-06 1339 b,BD-06 1339,Radial Velocity,2013,3.8728,,8.5,,4324.0,,0.7,20.2695,88.2511811,-5.9963378
BD-06 1339 b,BD-06 1339,Radial Velocity,2013,3.873,,1523.03372634,,,,,20.2695,88.2511811,-5.9963378
BD-06 1339 c,BD-06 1339,Radial Velocity,2013,125.94,,53.0,,4324.0,,0.7,20.2695,88.2511811,-5.9963378
BD-08 2823 b,BD-08 2823,Radial Velocity,2009,5.6,,14.4,,4746.0,,0.74,41.3342,150.1971964,-9.5165689
BD-08 2823 b,BD-08 2823,Radial Velocity,2009,5.6,,12.7132,,4816.0,0.71,0.5,41.3342,150.1971964,-9.5165689
BD-08 2823 b,BD-08 2823,Radial Velocity,2009,5.6,,2948.49413174,,,,,41.3342,150.1971964,-9.5165689
BD-08 2823 c,BD-08 2823,Radial Velocity,2009,237.6,,104.0,,4746.0,,0.74,41.3342,150.1971964,-9.5165689
BD-10 3166 b,BD-10 3166,Radial Velocity,2000,3.48777,,145.56,,5393.0,,1.01,84.4069,164.6191243,-10.7704227
BD-10 3166 b,BD-10 3166,Radial Velocity,2000,3.48777,,187.5197,,5393.0,0.91,1.47,84.4069,164.6191243,-10.7704227
BD-10 3166 b,BD-10 3166,Radial Velocity,2000,3.487,,152.55,,5400.0,,1.1,84.4069,164.6191243,-10.7704227
BD-10 3166 b,BD-10 3166,Radial Velocity,2000,3.487905,,142.70495474,,5382.64,0.969745,0.999531,84.4069,164.6191243,-10.7704227
BD-11 4672 b,BD-11 4672,Radial Velocity,2014,1667.0,,168.44,,4475.0,0.52,0.571,27.1665,278.3688659,-11.6370481
BD-11 4672 b,BD-11 4672,Radial Velocity,2014,1634.0,,206.5895,,4550.0,0.639,0.651,27.1665,278.3688659,-11.6370481
BD-11 4672 c,BD-11 4672,Radial Velocity,2020,74.2,,15.37,,4550.0,0.639,0.651,27.1665,278.3688659,-11.6370481
BD-13 2130 b,BD-13 2130,Radial Velocity,2007,714.29999,,3108.3774,,4545.0,19.17,2.12,925.214,114.2884692,-13.9066703
BD-13 2130 b,BD-13 2130,Radial Velocity,2007,714.3,,3368.998,,,,2.4,925.214,114.2884692,-13.9066703
BD-14 3065 b,BD-14 3065 A,Transit,2024,4.2889696,20.7112,,1404.0,6736.9,2.61,,589.423,153.6696689,-15.6428372
BD-14 3065 b,BD-14 3065 A,Transit,2024,4.2889731,21.59,3932.0,2001.0,6935.0,2.35,1.41,589.423,153.6696689,-15.6428372
BD-17 63 b,BD-17 63,Radial Velocity,2008,655.59998,,905.8155,,4665.0,0.74,0.31,34.4603,7.1413494,-16.2273254
BD-17 63 b,BD-17 63,Radial Velocity,2008,655.57,,1639.99458012,,,,0.741,34.4603,7.1413494,-16.2273254
BD-17 63 b,BD-17 63,Radial Velocity,2008,649.0,,1366.6621501,,,,,34.4603,7.1413494,-16.2273254
BD-17 63 b,BD-17 63,Radial Velocity,2008,655.6,,1620.9,,4714.0,0.69,0.74,34.4603,7.1413494,-16.2273254
BD-210397 b,BD-210397,Radial Velocity,2023,1891.0,,214.0,,4051.0,0.747,0.679,23.7324,33.3024198,-21.1962147
BD-210397 c,BD-210397,Radial Velocity,2023,6374.0,,1420.69297929,,,,0.691,23.7324,33.3024198,-21.1962147
BD-210397 c,BD-210397,Radial Velocity,2023,6360.0,,759.0,,4051.0,0.747,0.679,23.7324,33.3024198,-21.1962147
BD-210397 c,BD-210397,Radial Velocity,2023,6240.0,,1525.5763536,,,,0.69,23.7324,33.3024198,-21.1962147
BEBOP-3 b,BEBOP-3,Radial Velocity,2025,547.0,,177.34825111,,6033.0,1.414,1.083,119.052,110.902655,79.1323952
BEBOP-4 AB b,BEBOP-4 A,Radial Velocity,2025,1823.5,,8358.8871041,,,,1.507,234.294,192.5772651,26.1595358
Barnard b,Barnard's star,Radial Velocity,2024,3.1533,,0.37,400.0,3195.0,0.185,0.162,1.82655,269.4486144,4.7379808
Barnard b,Barnard's star,Radial Velocity,2024,3.1542,,0.299,438.0,3195.0,0.185,0.162,1.82655,269.4486144,4.7379808
Barnard c,Barnard's star,Radial Velocity,2025,4.1244,,0.335,400.0,3195.0,0.185,0.162,1.82655,269.4486144,4.7379808
Barnard d,Barnard's star,Radial Velocity,2025,2.3402,,0.263,483.0,3195.0,0.185,0.162,1.82655,269.4486144,4.7379808
Barnard e,Barnard's star,Radial Velocity,2025,6.7392,,0.193,340.0,3195.0,0.185,0.162,1.82655,269.4486144,4.7379808
CD Cet b,CD Cet,Radial Velocity,2020,2.2907,,3.95,464.0,3130.0,0.175,0.161,8.60715,48.3530155,4.7751881
CD-35 2722 b,CD-35 2722,Imaging,2011,,,9852.680617,1800.0,3680.0,,0.4,22.3896,92.3300147,-35.8255375
CD-35 2722 b,CD-35 2722,Imaging,2011,,17.37392009,9375.9380065,,3689.0,,,22.3896,92.3300147,-35.8255375
CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,Imaging,2011,10037.5,,3337.1,370.0,580.5,,0.021,,224.6208333,10.2286111
CFHTWIR-Oph 98 b,CFHTWIR-Oph 98 A,Imaging,2020,8040000.0,20.8487041,2479.0615746,1800.0,2320.0,0.245,0.0147,,246.934277,-23.98115
CHXR 73 b,CHXR 73,Imaging,2006,,,3994.486,,,,0.35,190.374,166.6193985,-77.6258725
CI Tau c,CI Tau,Radial Velocity,2024,25.2,,1144.1822652,,,,,157.998,68.4667685,22.8416192
COCONUTS-2 b,COCONUTS-2 A,Imaging,2021,,12.44196858,2542.627256,,3406.0,0.388,0.37,10.8864,117.300914,-76.702696
COCONUTS-2 b,COCONUTS-2 A,Imaging,2021,402000000.0,12.44196858,2002.3189641,434.0,3406.0,0.388,0.37,10.8864,117.300914,-76.702696
COCONUTS-2 b,COCONUTS-2 A,Imaging,2021,,12.57647635,2383.7130525,493.0,3552.0,0.366,0.4,10.8864,117.300914,-76.702696
CT Cha b,CT Cha,Imaging,2007,,24.66,5403.0,2600.0,,,,190.72,166.0375038,-76.4553693
CWISEP J193518.59-154620.3 b,CWISEP J193518.59-154620.3,Imaging,2025,,,4926.3403085,390.0,,,0.024,14.43,293.8262172,-15.7725727
CoRoT-1 b,CoRoT-1,Transit,2008,1.5089635,20.5944,,2036.0,5950.0,1.29,,787.909,102.0798591,-3.1021394
CoRoT-1 b,CoRoT-1,Transit,2008,1.5089557,16.7,327.35,1898.0,5950.0,1.11,0.95,787.909,102.0798591,-3.1021394
CoRoT-1 b,CoRoT-1,Transit,2008,1.508968772,,,,,,,787.909,102.0798591,-3.1021394
CoRoT-1 b,CoRoT-1,Transit,2008,1.5089557,16.58932,359.1479,,5950.0,1.14,1.03,787.909,102.0798591,-3.1021394
CoRoT-1 b,CoRoT-1,Transit,2008,1.5089682,19.223435,390.9309,,6298.0,1.23,1.22,787.909,102.0798591,-3.1021394
CoRoT-1 b,CoRoT-1,Transit,2008,1.508976552,15.91678,340.0781,1834.0,5950.0,,,787.909,102.0798591,-3.1021394
CoRoT-1 b,CoRoT-1,Transit,2008,1.5089686,17.385159,327.3649,1915.0,5950.0,1.131,0.95,787.909,102.0798591,-3.1021394
CoRoT-10 b,CoRoT-10,Transit,2010,13.2406,10.87,874.0,600.0,5075.0,0.79,0.89,338.386,291.0636813,0.7460143
CoRoT-10 b,CoRoT-10,Transit,2010,13.2406,10.547669,883.5674,647.0,5075.0,0.743,0.904,338.386,291.0636813,0.7460143
CoRoT-10 b,CoRoT-10,Transit,2010,13.23412611048,7.38532555,,510.96,5025.0,0.548929,,338.386,291.0636813,0.7460143
CoRoT-10 b,CoRoT-10,Transit,2010,13.2406,10.87273,867.6759,,5075.0,0.79,0.89,338.386,291.0636813,0.7460143
CoRoT-11 b,CoRoT-11,Transit,2010,2.99427803,,,,6440.0,1.37,1.27,655.037,280.6872998,5.9376586
CoRoT-11 b,CoRoT-11,Transit,2010,2.99328197444,21.74555811,,1681.79,6343.0,1.58601,,655.037,280.6872998,5.9376586
CoRoT-11 b,CoRoT-11,Transit,2010,2.994325,16.02887,832.7146,,6440.0,1.37,1.27,655.037,280.6872998,5.9376586
CoRoT-11 b,CoRoT-11,Transit,2010,2.994325,15.58051,791.3967,1715.0,,1.33,1.23,655.037,280.6872998,5.9376586
CoRoT-11 b,CoRoT-11,Transit,2010,,,,,6343.0,1.36,1.56,655.037,280.6872998,5.9376586
CoRoT-11 b,CoRoT-11,Transit,2010,2.99433,15.984034,743.7222,1735.0,6440.0,1.374,1.26,655.037,280.6872998,5.9376586
CoRoT-11 b,CoRoT-11,Transit,2010,2.99433,16.03,740.51,1657.0,6440.0,1.37,1.27,655.037,280.6872998,5.9376586
CoRoT-12 b,CoRoT-12,Transit,2010,2.828042,16.14096,290.81445,,5675.0,1.116,1.078,1126.37,100.7656871,-1.2964437
CoRoT-12 b,CoRoT-12,Transit,2010,2.828041,,,,5675.0,1.116,1.078,1126.37,100.7656871,-1.2964437
CoRoT-12 b,CoRoT-12,Transit,2010,2.828042,15.13215,281.91521,1410.0,5675.0,1.046,1.018,1126.37,100.7656871,-1.2964437
CoRoT-12 b,CoRoT-12,Transit,2010,2.82803914989,17.76037065,,1293.28,5675.0,1.03674,,1126.37,100.7656871,-1.2964437
CoRoT-12 b,CoRoT-12,Transit,2010,2.828042,16.14,291.438,1442.0,5675.0,1.116,1.078,1126.37,100.7656871,-1.2964437
CoRoT-12 b,CoRoT-12,Transit,2010,2.82805268,15.064896,277.46559,1417.0,,1.049,1.0,1126.37,100.7656871,-1.2964437
CoRoT-13 b,CoRoT-13,Transit,2010,4.03515,,,,5945.0,1.01,1.09,1148.93,102.7211432,-5.0864557
CoRoT-13 b,CoRoT-13,Transit,2010,4.03519,9.92,415.704,1700.0,5945.0,1.01,1.09,1148.93,102.7211432,-5.0864557
CoRoT-13 b,CoRoT-13,Transit,2010,4.03519,14.033668,416.99296,1432.0,5945.0,1.274,1.086,1148.93,102.7211432,-5.0864557
CoRoT-13 b,CoRoT-13,Transit,2010,4.03504443843,12.53306062,,1233.17,5945.0,1.13707,,1148.93,102.7211432,-5.0864557
CoRoT-13 b,CoRoT-13,Transit,2010,4.03519,9.919965,423.03173,,5945.0,1.01,1.09,1148.93,102.7211432,-5.0864557
CoRoT-14 b,CoRoT-14,Transit,2010,1.51214,11.410762,2437.7561,1936.0,6035.0,1.19,1.125,1744.6,103.4242023,-5.5360385
CoRoT-14 b,CoRoT-14,Transit,2010,1.51214,12.21781,2358.2986,,6040.0,1.21,1.13,1744.6,103.4242023,-5.5360385
CoRoT-14 b,CoRoT-14,Transit,2010,1.51214,12.22,2415.4,1952.0,6035.0,1.21,1.13,1744.6,103.4242023,-5.5360385
CoRoT-16 b,CoRoT-16,Transit,2011,5.35227,13.11,170.032,,5650.0,1.19,1.098,732.409,278.5246658,-6.0026026
CoRoT-16 b,CoRoT-16,Transit,2011,5.35227,13.11453,168.13207,,5650.0,1.19,1.098,732.409,278.5246658,-6.0026026
CoRoT-17 b,CoRoT-17,Transit,2011,3.7681,11.287463,781.8618,1610.0,5740.0,1.62,1.043,1176.12,278.699236,-6.612288
CoRoT-17 b,CoRoT-17,Transit,2011,3.7681,11.43318,765.9703,,5740.0,1.59,1.04,1176.12,278.699236,-6.612288
CoRoT-17 b,CoRoT-17,Transit,2011,3.7681,11.43,772.29,1626.0,5740.0,1.59,1.04,1176.12,278.699236,-6.612288
CoRoT-18 b,CoRoT-18,Transit,2011,1.9000693,14.68,1102.82,1550.0,5440.0,1.0,0.95,764.889,98.1724172,-0.0316045
CoRoT-18 b,CoRoT-18,Transit,2011,1.90008624739,15.04962078,,1366.35,5440.0,0.934028,,764.889,98.1724172,-0.0316045
CoRoT-18 b,CoRoT-18,Transit,2011,1.9000769,,,,5440.0,1.0,0.95,764.889,98.1724172,-0.0316045
CoRoT-18 b,CoRoT-18,Transit,2011,1.90009,12.845514,1048.839,1487.0,,0.883,0.88,764.889,98.1724172,-0.0316045
CoRoT-18 b,CoRoT-18,Transit,2011,1.9000693,14.022459,1039.3041,1490.0,5440.0,0.924,0.861,764.889,98.1724172,-0.0316045
CoRoT-18 b,CoRoT-18,Transit,2011,1.9000693,14.68379,1099.6918,,5440.0,1.0,0.95,764.889,98.1724172,-0.0316045
CoRoT-19 b,CoRoT-19,Transit,2011,3.8971379,,,,6090.0,1.65,1.21,790.663,97.0335983,-0.1707293
CoRoT-19 b,CoRoT-19,Transit,2011,3.897131,,,,6090.0,1.65,1.21,790.663,97.0335983,-0.1707293
CoRoT-19 b,CoRoT-19,Transit,2011,3.89712026062,13.49322275,,1470.09,6090.0,1.6395,,790.663,97.0335983,-0.1707293
CoRoT-19 b,CoRoT-19,Transit,2011,3.89713,13.33871,346.4347,1630.0,6090.0,1.576,1.181,790.663,97.0335983,-0.1707293
CoRoT-19 b,CoRoT-19,Transit,2011,3.89713,14.45961,367.09365,,6090.0,1.65,1.21,790.663,97.0335983,-0.1707293
CoRoT-19 b,CoRoT-19,Transit,2011,3.89713,14.46,352.78,2000.0,6090.0,1.65,1.21,790.663,97.0335983,-0.1707293
CoRoT-2 b,CoRoT-2,Transit,2008,1.7429935,16.432,1102.82,,5625.0,0.906,0.96,213.283,291.7770457,1.3836634
CoRoT-2 b,CoRoT-2,Transit,2008,1.7429964,16.42116,1051.973,,,,,213.283,291.7770457,1.3836634
CoRoT-2 b,CoRoT-2,Transit,2008,1.74299673,,,,5529.0,0.937741,0.972,213.283,291.7770457,1.3836634
CoRoT-2 b,CoRoT-2,Transit,2008,1.74299609,16.533275,,,5575.0,,,213.283,291.7770457,1.3836634
CoRoT-2 b,CoRoT-2,Transit,2008,1.7429975,15.849526,1052.0173,1535.0,5625.0,0.902,0.97,213.283,291.7770457,1.3836634
CoRoT-2 b,CoRoT-2,Transit,2008,1.74299906,,,,,,,213.283,291.7770457,1.3836634
CoRoT-2 b,CoRoT-2,Transit,2008,1.74299673,16.432394,1048.839,,5625.0,0.902,0.97,213.283,291.7770457,1.3836634
CoRoT-2 b,CoRoT-2,Transit,2008,1.74301433466,16.92270968,,1409.55,5529.0,0.937741,,213.283,291.7770457,1.3836634
CoRoT-2 b,CoRoT-2,Transit,2008,1.7429935,16.47723,1150.5446,1548.0,5696.0,0.907,1.018,213.283,291.7770457,1.3836634
CoRoT-2 b,CoRoT-2,Transit,2008,1.74299845482,,,,,,,213.283,291.7770457,1.3836634
CoRoT-2 b,CoRoT-2,Transit,2008,1.742997,,,,5696.0,,,213.283,291.7770457,1.3836634
CoRoT-2 b,CoRoT-2,Transit,2008,1.7429935,16.36514,1134.6531,1521.0,5598.0,0.901,0.997,213.283,291.7770457,1.3836634
CoRoT-2 b,CoRoT-2,Transit,2008,1.74299705,,,,5696.0,,,213.283,291.7770457,1.3836634
CoRoT-20 b,CoRoT-20,Transit,2011,9.24285,,1366.669,,,,1.14,844.061,97.7204249,0.2268931
CoRoT-20 b,CoRoT-20,Transit,2011,9.24285,13.00244,1608.2198,1100.0,5880.0,1.34,1.11,844.061,97.7204249,0.2268931
CoRoT-20 b,CoRoT-20,Transit,2011,9.24318,11.209,1315.8162,1024.0,,1.16,1.1,844.061,97.7204249,0.2268931
CoRoT-20 b,CoRoT-20,Transit,2011,9.2432302936,15.39650566,,935.32,5880.0,1.29981,,844.061,97.7204249,0.2268931
CoRoT-20 b,CoRoT-20,Transit,2011,9.24285,9.42,1347.54,1002.0,5880.0,1.02,1.14,844.061,97.7204249,0.2268931
CoRoT-20 b,CoRoT-20,Transit,2011,9.24285,9.41556,1344.4209,,5880.0,1.02,1.14,844.061,97.7204249,0.2268931
CoRoT-20 c,CoRoT-20,Radial Velocity,2018,1675.0,,5403.11,,,,1.14,844.061,97.7204249,0.2268931
CoRoT-21 b,CoRoT-21,Transit,2012,2.72474,14.5717,705.5826,,6200.0,1.95,1.29,,101.0526207,-0.2991544
CoRoT-21 b,CoRoT-21,Transit,2012,2.72474,14.5717,718.2958,,6200.0,1.95,1.29,,101.0526207,-0.2991544
CoRoT-22 b,CoRoT-22,Transit,2014,9.75598,4.88,12.2,885.0,5939.0,1.136,1.099,627.158,280.6671392,6.2191669
CoRoT-23 b,CoRoT-23,Transit,2011,3.6313,11.77,889.9,1660.0,5900.0,1.61,1.14,1060.97,279.7826586,4.3577516
CoRoT-23 b,CoRoT-23,Transit,2011,3.6313,13.22662,972.5598,1710.0,5900.0,1.74,1.122,1060.97,279.7826586,4.3577516
CoRoT-23 b,CoRoT-23,Transit,2011,3.6313,11.76945,982.0947,,5900.0,1.61,1.14,1060.97,279.7826586,4.3577516
CoRoT-24 b,CoRoT-24,Transit,2014,5.1134,3.7,5.7,1070.0,4950.0,0.86,0.91,591.555,101.922543,-3.7192892
CoRoT-24 c,CoRoT-24,Transit,2014,11.759,5.0,28.0,850.0,4950.0,0.86,0.91,591.555,101.922543,-3.7192892
CoRoT-25 b,CoRoT-25,Transit,2013,4.86069,12.11,85.81,1330.0,6040.0,1.19,1.09,1103.48,280.6296561,6.5138223
CoRoT-25 b,CoRoT-25,Transit,2013,4.86069,12.10572,93.12419,,6040.0,1.19,1.09,1103.48,280.6296561,6.5138223
CoRoT-26 b,CoRoT-26,Transit,2013,4.20474,14.12,165.26,1600.0,5590.0,1.79,1.09,1045.18,279.7504991,6.9697828
CoRoT-26 b,CoRoT-26,Transit,2013,4.20474,14.12334,184.3414,,5590.0,1.79,1.09,1045.18,279.7504991,6.9697828
CoRoT-27 b,CoRoT-27,Transit,2014,3.57532,11.287463,3273.649,,5900.0,1.08,1.05,1010.28,278.4958319,5.5383811
CoRoT-27 b,CoRoT-27,Transit,2014,3.57532,11.287,3302.11,1500.0,5900.0,1.08,1.05,1010.28,278.4958319,5.5383811
CoRoT-28 b,CoRoT-28,Transit,2015,5.20851,10.704595,152.87623,,5150.0,1.78,1.01,766.183,278.6883216,5.5736911
CoRoT-28 b,CoRoT-28,Transit,2015,5.20851,10.704595,153.82972,,5150.0,1.78,1.01,766.183,278.6883216,5.5736911
CoRoT-29 b,CoRoT-29,Transit,2015,2.85057,10.0881,270.1555,,5260.0,0.9,0.97,806.507,278.9020691,6.4795703
CoRoT-29 b,CoRoT-29,Transit,2015,2.8505615,,,,5268.0,1.07719,0.9,806.507,278.9020691,6.4795703
CoRoT-29 b,CoRoT-29,Transit,2015,2.85057,10.0881,266.9772,,5260.0,0.9,0.97,806.507,278.9020691,6.4795703
CoRoT-3 b,CoRoT-3,Transit,2008,4.2567994,11.1350206,6747.5309,,,1.54,1.359,768.771,292.0552827,0.1218359
CoRoT-3 b,CoRoT-3,Transit,2008,4.2567994,11.623733,6979.5468,1695.0,6740.0,1.575,1.403,768.771,292.0552827,0.1218359
CoRoT-3 b,CoRoT-3,Transit,2008,4.2568,11.32,6883.91,,6740.0,1.56,1.37,768.771,292.0552827,0.1218359
CoRoT-3 b,CoRoT-3,Transit,2008,,,,,6558.0,1.44,1.41,768.771,292.0552827,0.1218359
CoRoT-3 b,CoRoT-3,Transit,2008,4.2567994,11.32109,6814.2752,,6740.0,1.56,1.37,768.771,292.0552827,0.1218359
CoRoT-30 b,CoRoT-30,Transit,2020,9.06005,11.309881,921.707,,5650.0,0.91,0.98,1032.23,277.6011767,6.8359338
CoRoT-31 b,CoRoT-31,Transit,2020,4.62941,16.36514,266.9772,,5700.0,2.15,1.25,2005.76,94.820735,-4.4222978
CoRoT-32 b,CoRoT-32,Transit,2018,6.71837,6.38913,47.6745,938.0,5970.0,0.79,1.08,576.683,100.1951714,9.2573953
CoRoT-32 b,CoRoT-32,Transit,2018,6.7183678,,,,5970.0,0.79,1.08,576.683,100.1951714,9.2573953
CoRoT-35 b,CoRoT-35,Transit,2022,3.22748,18.83108758,349.6112477,1747.0,6390.0,1.65,1.01,1123.21,289.3143526,-2.7747085
CoRoT-36 b,CoRoT-36,Transit,2022,5.616531,15.80466279,216.12331676,1567.0,6730.0,1.52,1.32,925.958,277.7510149,7.1833465
CoRoT-4 b,CoRoT-4,Transit,2008,9.20205,13.33871,223.43449,,6190.0,1.17,1.16,726.412,102.1946233,-0.6727861
CoRoT-4 b,CoRoT-4,Transit,2008,9.20205,13.00244,232.33373,1058.0,6190.0,1.1475,1.194,726.412,102.1946233,-0.6727861
CoRoT-4 b,CoRoT-4,Transit,2008,9.20164964154,13.43739593,,963.83,6190.0,1.12271,,726.412,102.1946233,-0.6727861
CoRoT-4 b,CoRoT-4,Transit,2008,9.20205,13.34,228.83,1074.0,6190.0,1.17,1.16,726.412,102.1946233,-0.6727861
CoRoT-5 b,CoRoT-5,Transit,2009,4.0378962,15.558092,151.92274,,6100.0,1.186,1.0,882.472,101.2772396,0.8152163
CoRoT-5 b,CoRoT-5,Transit,2009,4.03790124331,18.38267405,,1350.57,6100.0,1.27299,,882.472,101.2772396,0.8152163
CoRoT-5 b,CoRoT-5,Transit,2009,4.0379156,,,,,,,882.472,101.2772396,0.8152163
CoRoT-5 b,CoRoT-5,Transit,2009,4.0379156,14.078504,145.88397,1397.0,,1.115,0.99,882.472,101.2772396,0.8152163
CoRoT-5 b,CoRoT-5,Transit,2009,4.0378962,15.558,148.42,1438.0,6100.0,1.186,1.0,882.472,101.2772396,0.8152163
CoRoT-5 b,CoRoT-5,Transit,2009,4.0378962,13.249038,149.3801,1348.0,6100.0,1.0516,1.025,882.472,101.2772396,0.8152163
CoRoT-6 b,CoRoT-6,Transit,2009,8.8866287,,,,,,,645.294,281.0725563,6.6632062
CoRoT-6 b,CoRoT-6,Transit,2009,8.886593,13.282665,940.7768,1025.0,6090.0,1.043,1.054,645.294,281.0725563,6.6632062
CoRoT-6 b,CoRoT-6,Transit,2009,8.886593,13.069694,937.5985,,6090.0,1.025,1.05,645.294,281.0725563,6.6632062
CoRoT-6 b,CoRoT-6,Transit,2009,8.886593,13.068,940.74,1017.0,6090.0,1.025,1.05,645.294,281.0725563,6.6632062
CoRoT-7 b,CoRoT-7,Transit,2009,0.8535,1.528,6.056,,5250.0,,0.915,159.906,100.9561682,-1.0630076
CoRoT-7 b,CoRoT-7,Transit,2009,0.853585,,4.8,,5256.0,0.864273,0.899,159.906,100.9561682,-1.0630076
CoRoT-7 b,CoRoT-7,Transit,2009,0.853585,1.68,21.0,,5275.0,0.87,0.93,159.906,100.9561682,-1.0630076
CoRoT-7 b,CoRoT-7,Transit,2009,0.854,1.58,4.6,,5313.0,0.8389,0.884,159.906,100.9561682,-1.0630076
CoRoT-7 b,CoRoT-7,Transit,2009,0.85359163,1.68135,4.07660518,,5275.0,0.83,0.82,159.906,100.9561682,-1.0630076
CoRoT-7 b,CoRoT-7,Transit,2009,0.85359165,,4.73,,5256.0,0.864273,0.899,159.906,100.9561682,-1.0630076
CoRoT-7 b,CoRoT-7,Transit,2009,0.85359159,1.585,5.74,1756.0,5259.0,0.82,0.913,159.906,100.9561682,-1.0630076
CoRoT-7 b,CoRoT-7,Transit,2009,0.853585,1.860694,6.99226,1910.0,5250.0,0.96,0.884,159.906,100.9561682,-1.0630076
CoRoT-7 c,CoRoT-7,Radial Velocity,2009,3.698,,8.4,,5256.0,0.864273,0.899,159.906,100.9561682,-1.0630076
CoRoT-7 c,CoRoT-7,Radial Velocity,2009,3.697,,13.289,,5250.0,,0.915,159.906,100.9561682,-1.0630076
CoRoT-7 c,CoRoT-7,Radial Velocity,2009,3.7,,13.56,,5256.0,0.864273,0.899,159.906,100.9561682,-1.0630076
CoRoT-7 d,CoRoT-7,Radial Velocity,2022,8.966,,17.142,,5250.0,,0.915,159.906,100.9561682,-1.0630076
CoRoT-8 b,CoRoT-8,Transit,2010,6.212445,6.938371,69.28694,870.0,,0.802,0.89,322.037,291.5885696,1.4262972
CoRoT-8 b,CoRoT-8,Transit,2010,6.21229,6.39,69.92,,5080.0,0.77,0.88,322.037,291.5885696,1.4262972
CoRoT-8 b,CoRoT-8,Transit,2010,6.21229,7.980808,68.65128,922.0,5080.0,0.898,0.878,322.037,291.5885696,1.4262972
CoRoT-8 b,CoRoT-8,Transit,2010,6.212381,6.38913,69.28694,,5080.0,0.77,0.88,322.037,291.5885696,1.4262972
CoRoT-9 b,CoRoT-9,Transit,2009,95.272656,11.948794,268.88418,,5625.0,0.96,0.96,412.98,280.7866461,6.2040783
CoRoT-9 b,CoRoT-9,Transit,2009,95.272656,11.948794,266.9772,420.0,5625.0,0.96,0.96,412.98,280.7866461,6.2040783
